clean_description,true_id,true_country,predicted_id,predicted_country,confidence,true_class_probability,correct
this bright pink ruby ros feature attractive aroma watermelon rind and cherry medium body fresh and vibrant the palate burst with crunchy fresh fruit reminiscent raspberry and cherry drink now,1,Australia,11,France,0.6776595,0.06614931,False
vanilla and caramel flavor dominate this wine after month french oak that mean that the fruit really not allow shine firm very dry and all about spice pepper flavor from the alcohol leave burn the mouth,11,France,27,Portugal,0.677498,0.01358742,False
intense and extract with vanilla and char aroma upfront and cherry schnapps flavor the mouth smooth tannin suggest lean meat such veal cutlet drink now 2011,35,US,1,Australia,0.6770841,0.32077715,False
dark straw the glass this wine have bouquet apricot canned peach and tropical fruit dry the palate offer flavor peach juice and apricot nectar that linger into the mediteranean herb laden finish,30,Slovenia,15,Hungary,0.6769828,0.040564567,False
concentrated aroma raspberry black cherry and blackberry set palate with moderately structured tannin flavor blackberry cassis and toast nuance while this wine dark and grapy the finish with sense smoothness round out,32,Spain,0,Argentina,0.67690015,0.0015943566,False
tough sell this price the nose minty green and smell tobacco spice and fern frond while the palate tangy clangy feel and dry flavor semisour herbal cherry and plum touch sweet oak but overall rather dry and scour,0,Argentina,6,Chile,0.67652935,0.033888582,False
very subdued nose precede equally tame palate however there fruit the heart this and its innate freshness balance supple mouthfeel and subtle aroma the finish clean and refresh,2,Austria,11,France,0.6762723,0.005440028,False
shy honey aroma tropical fruit wind banana this feel fleshy and not direct while soft powdery flavor leesy melon and papaya finish with note oxidation this already start fade,32,Spain,6,Chile,0.6762568,0.04294406,False
from the full bouquet with its dark cherry and black pepper note this wine make its presence feel there very good depth fruit with characteristic brambly quality some complexity can find here via earth and white pepper element that accent the fruit,11,France,35,US,0.6761797,0.0011734859,False
impressive young cabernet that show plenty classic oakville character dry and balance with firm complex tannin and solid core ripe blackberry and currant fruit well fine overlay sweet smoky oak feel fine and important the mouth and should benefit from age through least 2017,35,US,11,France,0.6758604,0.31337166,False
with its chocolate brown color this full prune fig and moderate volatility heavy sticky and syrupy the tongue with fig dry date salt and caramel flavor the finish ring ripeness but overall this more sweet and rich than distinct and complex,32,Spain,35,US,0.6754674,0.2927605,False
forest floor aroma mushroom and herbal berry and plum open this peruvian malbec that tight and draw the palate bake plum chocolate and pound oak flavor finish heavy with note prune and carob,26,Peru,0,Argentina,0.67544353,2.4410353e-06,False
flat but clean with very light and distant apricot and celery aroma the flavor veer toward green apple and lemon while the finish bland from texture standpoint watery with only modest fruit quality,35,US,32,Spain,0.6752935,0.0067472085,False
intense perfume and floral note overcome ripe apple aroma dry the palate with flavor savory apple and green herb but feel bit flat and heavy mouthfeel,35,US,32,Spain,0.6752611,0.047078356,False
intense perfume and floral note overcome ripe apple aroma dry the palate with flavor savory apple and green herb but feel bit flat and heavy mouthfeel,35,US,32,Spain,0.6752611,0.047078356,False
salmon colored and dense with aroma clay cherry and brown sugar pinot noir ish its smoky dry berry palate and peppery finish robust solid and with texture,32,Spain,13,Germany,0.67503744,0.010225787,False
rough pierce aroma tomato and herb outweigh berry scent this feel rugged and bumpy with hard tannin generic berry flavor come with hint cinnamon and spice while this revert rough and abrasive the finish,0,Argentina,32,Spain,0.67456406,0.26797628,False
this wine have fine tannin ripe berry fruit and well integrate acidity rich and juicy offer blackberry flavor and crisp aftertaste drink this wine part range wine from across portugal from 2018,27,Portugal,11,France,0.67313665,0.32635543,False
light weight but quite tart and zesty the mouth this wine green apple and lime flavor deliver touch sweetness despite the dry moniker,35,US,11,France,0.6730002,0.16762212,False
lush opulent scent kahl soak apricot and vanilla custard invite but drink dry than smell with just touch off dry sweetness compound the peach and citrus flavor lively acidity make brisk,2,Austria,35,US,0.6729016,1.3187938e-05,False
make style that will appeal fan both creamy fruity richness and more austere note fresh grass this wine dry herbal and juicy offer accent vanilla and white plum well the aforementioned fruitiness peach and pear,35,US,11,France,0.672873,0.29184186,False
this the third separate cuv ner veltliner from reustle and give the name which mean emerald clearly mean model after the austrian style for those who relish crisp mineral drive wine with ripe fruit flavor meyer lemon green apple and pink grapefruit this ring all those bell and more the length and definition most impressive,35,US,2,Austria,0.67203534,0.050642945,False
stalky aroma compost laden berry fruit lack clarity and freshness this feel chunky the palate with herbal salty flavor earthy berry fruit,32,Spain,0,Argentina,0.67191464,0.30469877,False
all this cab blend need time the glass and show floral alluring aroma and then big raspberry and plum flavor start quietly and then pound through with saturate fruit chocolate and firm tannin,6,Chile,0,Argentina,0.67129135,0.0020028446,False
while still bit closed the nose this vibrant off dry riesling develop rich concentrated stroke tangerine and stone fruit the palate sun kiss and cheery balance elegantly with pert citrus tone acidity,13,Germany,35,US,0.6711759,0.32593104,False
spicy creamy wine that manage give freshness and intense varietal character the same time the overall effect lightness and elegance well spiciness and richness,18,Italy,2,Austria,0.6702975,0.00049396645,False
light yellow color this have heady aroma elderflower white lemon blossom and freshly pick basil there touch vanilla and honeycomb the palate with fresh stone fruit flavor well balanced with energetic acidic finish,7,Croatia,35,US,0.6700826,0.21823078,False
passion fruit and melon vie for attention the bouquet with grassy vegetal herbaceous scent the mouth citrus and dry asian pear flavor intermingle with additional grassy asparagus tone the acid the back end intense the tang and zip the finish powerful the big problem here persistent vegetal quality that win let,25,New Zealand,6,Chile,0.6699219,0.014364746,False
dusty earth tone persist amidst flavor cream caramel and poached pear interesting counterplay savory sweet and spicy lift shock citrus acidity,35,US,13,Germany,0.6698712,0.31520855,False
light amber color this five year old sauvignon blanc have aroma caramelize pear and grill pineapple this style wine pair perfectly with strong earthy cheese,30,Slovenia,35,US,0.6698429,0.19414136,False
hint pine needle and sage lend refreshingly herbaceous note this crisp dry riesle the mousse delicately structure with creamy mouthfeel cut strike lemon acidity,13,Germany,35,US,0.66975063,0.32839182,False
